iter	Logloss
350	0.001288969853
351	0.00128814575
352	0.001286231633
353	0.001285686296
354	0.001284722942
355	0.001283881992
356	0.00128325562
357	0.001281832377
358	0.001280591733
359	0.001279561349
360	0.001278579291
361	0.001277563514
362	0.001276888207
363	0.001275317847
364	0.001274573004
365	0.001274070103
366	0.001273527068
367	0.001271515932
368	0.00127070611
369	0.001270189216
370	0.001269589488
371	0.001268618364
372	0.00126817706
373	0.001266891317
374	0.001266179234
375	0.001265647026
376	0.001264926069
377	0.001264063667
378	0.001262404071
379	0.001261654864
380	0.001261210898
381	0.001259540281
382	0.0012587984
383	0.001258365802
384	0.001257869245
385	0.0012573391
386	0.001256077003
387	0.001255597533
388	0.001255230393
389	0.001254591083
390	0.001253627897
391	0.001251910227
392	0.001251240292
393	0.001250879364
394	0.001249745474
395	0.00124846177
396	0.001246951186
397	0.001245929028
398	0.001244911187
399	0.001244560799
400	0.001243820609
401	0.00124288439
402	0.001242179154
403	0.001241346718
404	0.001240211186
405	0.001238919568
406	0.001238060415
407	0.00123724473
408	0.001236679596
409	0.001236127544
410	0.001234887402
411	0.001234040887
412	0.001233517721
413	0.001232296897
414	0.001231516501
415	0.001230745446
416	0.001230186871
417	0.001229363165
418	0.001228377688
419	0.001227414873
420	0.001226394358
421	0.001225239148
422	0.001224310352
423	0.001223326529
424	0.001222716081
425	0.001221315499
426	0.001220273231
427	0.001219691573
428	0.001218396092
429	0.00121767926
430	0.00121724659
431	0.001216314293
432	0.001215395017
433	0.001214463678
434	0.00121386118
435	0.001213090965
436	0.001212216128
437	0.001211563076
438	0.001210172436
439	0.001209611858
440	0.001208837002
441	0.001207875925
442	0.001207007527
443	0.001206204875
444	0.001205442633
445	0.001204552315
446	0.001204012301
447	0.001203496438
448	0.001202862307
449	0.001202265972
450	0.001201069106
451	0.001200269103
452	0.001199506583
453	0.001198695023
454	0.001198128689
455	0.001197412084
456	0.001196695887
457	0.001196071241
458	0.001195472495
459	0.001194984283
460	0.001194384938
461	0.001193917146
462	0.001193474403
463	0.001192618654
464	0.001192017078
465	0.001190950422
466	0.001190409617
467	0.001189803833
468	0.001189316482
469	0.001188697436
470	0.001188004011
471	0.001187433839
472	0.001186853621
473	0.00118632863
474	0.001185893479
475	0.001185389629
476	0.00118498671
477	0.001184519612
478	0.001184096222
479	0.001183633262
480	0.001182870049
481	0.001182460677
482	0.001182024026
483	0.001181509601
484	0.001181059999
485	0.001180665255
486	0.00118029694
487	0.001179912761
488	0.001179121308
489	0.00117823261
490	0.001177891323
491	0.001177560096
492	0.001176153748
493	0.00117584636
494	0.001175185933
495	0.001174780997
